Latitude,Longitude,City,State
42.2944,-89.0967,Rockford,Illinois
42.6061,-78.7462,Boston,New York
40.2244,-77.9569,Three Springs,Pennsylvania
41.8932,-87.7582,Chicago,Illinois
39.9555,-75.2137,Philadelphia,Pennsylvania
39.9399,-83.096,Columbus,Ohio
38.2605,-85.8119,Louisville,Kentucky
34.1277,-117.774,La Verne,California
35.1298,-78.902,Fayetteville,North Carolina
41.7011,-87.6258,Chicago,Illinois
40.7201,-74.0571,Jersey City,New Jersey
35.3885,-82.4245,Hendersonville,North Carolina
35.897,-80.0998,Thomasville,North Carolina
29.67,-95.5865,Houston,Texas
36.0559,-86.6377,Nashville,Tennessee
40.6888,-73.951,Brooklyn,New York
29.98,-90.0405,New Orleans,Louisiana
37.993,-87.5095,Evansville,Indiana
40.6751,-73.5898,Roosevelt,New York
38.3493,-122.763,Sebastopol,California
43.0357,-76.179,Syracuse,New York
42.3469,-122.856,Medford,Oregon
29.473,-98.5779,San Antonio,Texas
29.6056,-89.8417,Davant,Louisiana
32.4763,-81.2586,Clyo,Georgia
35.914,-84.1023,Knoxville,Tennessee
46.5762,-120.515,Yakima,Washington
34.0617,-80.9931,Columbia,South Carolina
37.1022,-84.6064,Somerset,Kentucky
31.2366,-85.3802,Dothan,Alabama
45.4009,-91.8611,Barron,Wisconsin
40.7196,-74.0825,Jersey City,New Jersey
38.6318,-77.0628,Bryans Road,Maryland
41.8643,-87.7182,Chicago,Illinois
36.7078,-119.814,Fresno,California
32.8468,-104.404,Artesia,New Mexico
33.4475,-86.886,Birmingham,Alabama
27.2731,-80.3419,Port St. Lucie,Florida
64.7593,-162.071,Elim,Alaska
38.9397,-77.025,Washington,District of Columbia
35.8377,-80.3313,Lexington,North Carolina
30.4786,-91.1217,Baton Rouge,Louisiana
40.1714,-80.2621,Washington,Pennsylvania
33.0907,-82.0237,Waynesboro,Georgia
40.8044,-96.7022,Lincoln,Nebraska
39.7736,-84.1378,Dayton,Ohio
35.985,-78.9108,Durham,North Carolina
32.4648,-84.9772,Columbus,Georgia
39.4171,-81.4255,Marietta,Ohio
40.6771,-80.2932,Monaca,Pennsylvania
41.5498,-87.3378,Gary,Indiana
42.0745,-72.0368,Southbridge,Massachusetts
38.382,-81.799,Saint Albans,West Virginia
32.7283,-79.9509,Charleston,South Carolina
40.0834,-88.3081,Champaign,Illinois
38.6984,-121.457,Rio Linda,California
38.6767,-90.2479,St. Louis,Missouri
42.2923,-71.1221,Boston,Massachusetts
39.794,-104.842,Denver,Colorado
26.6049,-80.0386,Palm Beach,Florida
42.1096,-79.2284,Jamestown,New York
36.7423,-95.9401,Bartlesville,Oklahoma
32.4868,-99.7361,Abilene,Texas
40.86,-73.9021,The Bronx,New York
33.8155,-79.8464,Cades,South Carolina
43.6049,-116.364,Meridian,Idaho
42.7091,-87.7903,Racine,Wisconsin
44.9672,-93.2651,Minneapolis,Minnesota
40.8508,-96.6876,Lincoln,Nebraska
35.0444,-89.8859,Memphis,Tennessee
40.417,-86.8695,Lafayette,Indiana
41.7071,-79.9596,Guys Mills,Pennsylvania
42.9443,-85.6564,Grand Rapids,Michigan
39.9434,-77.6624,Chambersburg,Pennsylvania
42.4428,-73.2451,Pittsfield,Massachusetts
39.8407,-75.379,Chester,Pennsylvania
26.2779,-80.1116,Pompano Beach,Florida
40.7515,-86.371,Logansport,Indiana
33.8736,-80.496,Wedgewood,South Carolina
34.8946,-95.6837,McAlester,Oklahoma
41.7679,-71.468,Cranston,Rhode Island
43.1265,-89.3082,Madison,Wisconsin
42.259,-122.84,Talent,Oregon
44.0619,-123.083,Eugene,Oregon
44.3842,-88.735,New London,Wisconsin
44.5686,-69.6221,Waterville,Maine
37.9693,-87.5662,Evansville,Indiana
43.1829,-77.5955,Rochester,New York
19.5762,-155.959,Kahaluu-Keauhou,Hawaii
30.0504,-95.4926,Spring,Texas
40.0216,-82.9695,Columbus,Ohio
33.1498,-87.6163,Tuscaloosa,Alabama
34.5607,-86.9863,Decatur,Alabama
41.8303,-87.6659,Chicago,Illinois
28.57,-81.3928,Orlando,Florida
47.5174,-122.369,Seattle,Washington
42.4141,-71.047,Everett,Massachusetts
36.954,-122.046,Santa Cruz,California
41.9051,-88.3376,St. Charles,Illinois
33.9574,-83.357,Athens,Georgia
39.9263,-77.7006,Chambersburg,Pennsylvania
44.8346,-69.3018,Palmyra,Maine
36.1791,-86.3061,Lebanon,Tennessee
33.9845,-118.041,Whittier,California
19.5584,-155.099,Mountain View,Hawaii
35.3502,-89.8978,Millington,Tennessee
43.3181,-78.0274,Kendall,New York
48.4136,-122.333,Mount Vernon,Washington
38.6851,-90.2698,St. Louis,Missouri
48.1711,-119.775,Brewster,Washington
36.063,-95.846,Broken Arrow,Oklahoma
33.7169,-78.8749,Myrtle Beach,South Carolina
41.3022,-75.8659,Swoyersville,Pennsylvania
35.8361,-88.9315,Humboldt,Tennessee
41.7586,-72.6781,Hartford,Connecticut
37.3777,-81.062,Princeton,West Virginia
37.4537,-81.0605,Princeton,West Virginia
42.4587,-83.1339,Ferndale,Michigan
30.1053,-92.0734,Lafayette,Louisiana
39.2584,-76.6644,Baltimore,Maryland
38.8031,-104.747,Colorado Springs,Colorado
33.7309,-85.8249,Anniston,Alabama
47.5242,-122.265,Seattle,Washington
42.3364,-83.151,Detroit,Michigan
41.8113,-87.6115,Chicago,Illinois
30.4132,-86.7806,Mary Esther,Florida
35.9385,-78.8888,Durham,North Carolina
34.227,-118.45,Los Angeles,California
41.5967,-87.3569,Gary,Indiana
41.4748,-81.6102,Cleveland,Ohio
38.9823,-76.9422,College Park,Maryland
40.9463,-87.4503,Morocco,Indiana
36.7054,-119.577,Sanger,California
36.0045,-83.913,Knoxville,Tennessee
41.5879,-87.3951,Gary,Indiana
33.0312,-84.7298,Greenville,Georgia
43.149,-76.1858,Woodard,New York
34.2302,-85.1673,Rome,Georgia
29.5426,-95.1553,Friendswood,Texas
42.9381,-78.8104,Buffalo,New York
38.1992,-93.1242,Edwards,Missouri
33.9166,-84.3793,Sandy Springs,Georgia
33.5411,-79.027,Murrells Inlet,South Carolina
34.9491,-82.3071,Taylors,South Carolina
40.7007,-73.5944,Uniondale,New York
33.5742,-85.0638,Carrollton,Georgia
40.6689,-73.8931,Brooklyn,New York
43.0736,-87.996,Milwaukee,Wisconsin
45.4255,-122.522,Clackamas,Oregon
37.6486,-97.3891,Wichita,Kansas
43.3996,-83.9115,Saginaw,Michigan
33.7874,-118.159,Long Beach,California
37.2732,-79.9306,Roanoke,Virginia
41.1601,-87.8795,Bourbonnais,Illinois
35.2038,-79.4865,Pinehurst,North Carolina
43.6261,-116.394,Meridian,Idaho
42.2604,-89.0808,Rockford,Illinois
39.9286,-82.8581,Columbus,Ohio
33.7041,-78.9106,Myrtle Beach,South Carolina
40.4825,-79.9292,Pittsburgh,Pennsylvania
37.3162,-79.9844,Roanoke,Virginia
41.7578,-87.5568,Chicago,Illinois
35.2601,-118.914,Lamont,California
43.0444,-89.3918,Madison,Wisconsin
40.7558,-73.2913,Bay Shore,New York
42.9023,-78.8689,Buffalo,New York
34.2034,-79.258,Mullins,South Carolina
38.7236,-90.2272,St. Louis,Missouri
47.4917,-94.896,Bemidji,Minnesota
39.3669,-74.4393,Atlantic City,New Jersey
34.253,-119.208,Ventura,California
37.0471,-76.3469,Hampton,Virginia
42.1323,-88.2532,Carpentersville,Illinois
41.6297,-93.5548,Des Moines,Iowa
40.596,-112.458,Grantsville,Utah
40.1202,-82.8211,Westerville,Ohio
33.5816,-112.203,Peoria,Arizona
39.9628,-91.3962,Quincy,Illinois
32.6264,-83.6414,Warner Robins,Georgia
34.6714,-117.825,Lancaster,California
38.7469,-90.3124,Ferguson,Missouri
45.4961,-122.539,Portland,Oregon
41.5226,-81.6065,Cleveland,Ohio
43.5505,-73.3821,Whitehall,New York
34.1596,-118.144,Pasadena,California
37.653,-83.4228,Campton,Kentucky
38.4583,-78.8642,Harrisonburg,Virginia
42.4686,-70.9397,Lynn,Massachusetts
41.8955,-87.7126,Chicago,Illinois
41.6833,-85.9629,Elkhart,Indiana
42.6946,-84.4253,Meridian charter Township,Michigan
38.8731,-91.847,Fulton,Missouri
32.3549,-96.2393,Kemp,Texas
46.7756,-96.652,Sabin,Minnesota
39.9964,-75.1494,Philadelphia,Pennsylvania
42.0637,-87.6816,Evanston,Illinois
41.3059,-95.8387,Council Bluffs,Iowa
29.8965,-90.1068,Marrero,Louisiana
42.4867,-92.3524,Waterloo,Iowa
41.9125,-87.6876,Chicago,Illinois
37.9415,-121.295,Stockton,California
39.9345,-83.7821,Springfield,Ohio
41.8076,-87.7337,Chicago,Illinois
42.716,-123.343,Wolf Creek,Oregon
33.4766,-86.8146,Birmingham,Alabama
39.3225,-76.5918,Baltimore,Maryland
38.8379,-77.0056,Hurdsfield,ND
41.9114,-87.7585,Chicago,Illinois
32.796,-83.7,Macon,Georgia
39.7945,-89.6215,Springfield,Illinois
29.6545,-95.3463,Houston,Texas
26.6813,-80.1233,West Palm Beach,Florida
41.7058,-124.127,Klamath,California
35.2322,-80.8326,Charlotte,North Carolina
36.6511,-119.854,Fresno,California
47.9014,-91.867,Ely,Minnesota
41.7206,-72.205,Windham,Connecticut
35.3516,-119.114,Bakersfield,California
39.2905,-76.6225,Baltimore,Maryland
26.7209,-80.1105,West Palm Beach,Florida
36.9308,-93.9169,Monett,Missouri
28.4541,-81.4646,Orlando,Florida
36.7328,-108.208,Farmington,New Mexico
43.0963,-87.9457,Milwaukee,Wisconsin
39.0365,-84.5604,Fort Mitchell,Kentucky
45.5457,-94.2229,Waite Park,Minnesota
41.813,-87.605,Chicago,Illinois
32.4996,-84.951,Columbus,Georgia
32.5106,-85.2728,Salem,Alabama
43.3062,-70.9721,Rochester,New Hampshire
43.1168,-87.9684,Milwaukee,Wisconsin
39.7268,-75.4703,Penns Grove,New Jersey
32.9188,-80.0375,North Charleston,South Carolina
47.1575,-119.321,Moses Lake,Washington
36.398,-83.0176,Rogersville,Tennessee
33.7052,-84.1737,Decatur,Georgia
37.1409,-84.0603,London,Kentucky
37.3057,-89.5337,Cape Girardeau,Missouri
36.1066,-86.8133,Nashville,Tennessee
35.1696,-89.9869,Memphis,Tennessee
35.6479,-78.4668,Clayton,North Carolina
41.8527,-71.421,Providence,Rhode Island
46.0118,-112.544,Butte,Montana
41.9801,-86.1086,Dowagiac,Michigan
39.6755,-86.2621,Indianapolis,Indiana
33.4705,-80.8536,Orangeburg,South Carolina
42.3761,-82.9911,Detroit,Michigan
42.9957,-70.9078,Stratham,New Hampshire
39.0712,-75.5527,Dover,Delaware
42.6632,-73.7557,Albany,New York
32.919,-92.2684,Marion,Louisiana
32.2619,-90.2187,Jackson,Mississippi
41.6263,-87.4794,East Chicago,Indiana
39.9464,-82.9651,Columbus,Ohio
37.7611,-83.7498,Stanton,Kentucky
30.3508,-81.6568,Jacksonville,Florida
40.8242,-73.8913,The Bronx,New York
33.58,-86.9159,Birmingham,Alabama
42.9516,-78.8666,Buffalo,New York
39.0723,-95.6687,Topeka,Kansas
40.1254,-88.2405,Champaign,Illinois
28.0439,-81.7371,Winter Haven,Florida
42.1053,-86.4537,Benton Harbor,Michigan
38.2808,-104.573,Pueblo,Colorado
41.9337,-74.0018,Kingston,New York
26.6433,-81.6338,Lehigh Acres,Florida
35.5656,-97.5126,Oklahoma City,Oklahoma
27.7521,-80.4381,Wabasso,Florida
61.1312,-149.919,Anchorage,Alaska
36.7984,-76.4152,Chesapeake,Virginia
35.7012,-81.2905,Hickory,North Carolina
34.9849,-87.9025,Waterloo,Alabama
35.2687,-86.1282,Estill Springs,Tennessee
39.5453,-77.1628,Union Bridge,Maryland
41.9331,-85.627,Three Rivers,Michigan
46.856,-96.755,Moorhead,Minnesota
34.181,-118.882,Thousand Oaks,California
46.7685,-92.138,Duluth,Minnesota
38.2466,-122.645,Petaluma,California
35.4874,-80.5898,Kannapolis,North Carolina
33.0461,-83.5093,Gray,Georgia
42.0548,-72.7704,Southwick,Massachusetts
40.1325,-88.2469,Champaign,Illinois
41.7704,-87.6533,Chicago,Illinois
32.4477,-84.9087,Columbus,Georgia
44.9962,-101.235,Eagle Butte,South Dakota
41.8991,-87.6298,Chicago,Illinois
30.4702,-90.1049,Covington,Louisiana
38.1797,-81.3344,Montgomery,West Virginia
37.725,-122.001,Castro Valley,California
29.7036,-95.4909,Houston,Texas
32.3463,-90.1796,Jackson,Mississippi
40.8284,-73.8784,The Bronx,New York
45.12,-95.045,Willmar,Minnesota
40.274,-76.864,Harrisburg,Pennsylvania
37.357,-121.816,San Jose,California
43.5788,-116.542,Nampa,Idaho
33.4509,-112.032,Phoenix,Arizona
42.2812,-89.1001,Rockford,Illinois
41.0459,-81.527,Akron,Ohio
42.305,-71.0793,Boston,Massachusetts
39.9342,-82.9556,Columbus,Ohio
41.9783,-91.6666,Cedar Rapids,Iowa
41.332,-72.9327,New Haven,Connecticut
40.7934,-74.1327,North Arlington,New Jersey
41.1446,-81.3604,Kent,Ohio
34.8521,-92.0904,Jacksonville,Arkansas
42.2687,-83.7658,Ann Arbor,Michigan
34.7392,-86.6885,Huntsville,Alabama
47.6479,-101.496,Garrison,North Dakota
34.2597,-119.249,Ventura,California
41.1763,-96.0236,Papillion,Nebraska
39.8314,-86.0768,Indianapolis,Indiana
38.4452,-90.1861,Columbia,Illinois
37.0756,-96.7875,Maple City,Kansas
35.1599,-90.0172,Memphis,Tennessee
33.5037,-86.89,Birmingham,Alabama
34.1239,-88.7146,Shannon,Mississippi
39.7806,-86.1122,Indianapolis,Indiana
42.4119,-83.1774,Detroit,Michigan
38.6285,-90.338,Brentwood,Missouri
33.243,-84.2345,Griffin,Georgia
36.0038,-83.9357,Knoxville,Tennessee
38.2531,-85.7859,Louisville,Kentucky
32.2814,-90.2174,Jackson,Mississippi
39.3984,-75.0357,Millville,New Jersey
34.7231,-80.8241,Lancaster,South Carolina
33.3869,-86.9593,Bessemer,Alabama
38.9564,-94.5483,Kansas City,Missouri
37.1675,-76.5684,Newport News,Virginia
42.5511,-73.2487,Lanesborough,Massachusetts
26.9986,-82.1047,Port Charlotte,Florida
41.6529,-83.5694,Toledo,Ohio
32.0556,-81.1108,Savannah,Georgia
41.6121,-87.522,Hammond,Indiana
34.2246,-116.444,Yucca Valley,California
41.8833,-87.7282,Chicago,Illinois
41.8139,-87.6703,Chicago,Illinois
42.2797,-71.0223,Quincy,Massachusetts
32.356,-90.2222,Jackson,Mississippi
43.017,-87.9279,Milwaukee,Wisconsin
38.6346,-90.1915,St. Louis,Missouri
46.5744,-120.51,Yakima,Washington
38.8755,-77.1074,Arlington,Virginia
41.3061,-95.3984,Oakland,Iowa
42.3392,-71.5285,Marlborough,Massachusetts
39.3501,-76.5633,Baltimore,Maryland
41.882,-87.7208,Chicago,Illinois
32.457,-84.9295,Columbus,Georgia
39.309,-76.6693,Baltimore,Maryland
34.1222,-85.1401,Silver Creek,Georgia
43.5259,-111.984,Idaho Falls,Idaho
38.3734,-81.6609,Charleston,West Virginia
40.7706,-124.191,Eureka,California
40.2265,-74.7512,Trenton,New Jersey
34.6873,-92.3327,Little Rock,Arkansas
37.0849,-76.4701,Newport News,Virginia
40.2081,-74.7597,Trenton,New Jersey
27.8659,-82.631,Gandy,Florida
36.0974,-84.2222,Clinton,Tennessee
34.2715,-85.2354,Rome,Georgia
35.1567,-88.5841,Selmer,Tennessee
37.3983,-76.3074,Mathews,Virginia
46.2885,-84.2108,Barbeau,Michigan
30.5691,-88.6494,Vancleave,Mississippi
35.8041,-80.8946,Statesville,North Carolina
32.1462,-85.7167,Union Springs,Alabama
39.0095,-92.3356,Columbia,Missouri
39.8081,-89.6136,Springfield,Illinois
30.3291,-81.6426,Jacksonville,Florida
41.6941,-83.5576,Toledo,Ohio
30.6721,-96.3765,Bryan,Texas
40.0733,-75.0536,Philadelphia,Pennsylvania
45.5851,-122.701,Portland,Oregon
39.0973,-94.5031,Kansas City,Missouri
40.7413,-80.3164,New Brighton,Pennsylvania
30.7214,-88.1022,Mobile,Alabama
41.653,-87.6183,Chicago,Illinois
37.5001,-89.7312,Oak Ridge,Missouri
42.9145,-77.2704,Canandaigua,New York
41.2766,-72.9532,West Haven,Connecticut
60.6906,-151.289,Kenai,Alaska
40.9103,-74.1631,Paterson,New Jersey
40.8756,-81.393,Canton,Ohio
38.7675,-92.494,Jamestown,Missouri
33.1529,-80.1083,Moncks Corner,South Carolina
45.8239,-98.4855,Frederick,South Dakota
40.1821,-85.3781,Muncie,Indiana
39.1273,-84.5117,Cincinnati,Ohio
41.7751,-88.3684,Aurora,Illinois
40.7922,-96.6821,Lincoln,Nebraska
33.8316,-118.29,West Carson,California
29.7127,-95.3203,Houston,Texas
33.6956,-84.0127,Conyers,Georgia
29.9067,-81.3324,St. Augustine,Florida
39.01,-94.7848,Shawnee,Kansas
37.5264,-77.3582,Richmond,Virginia
41.653,-83.5778,Toledo,Ohio
38.2404,-104.621,Pueblo,Colorado
36.965,-122.016,Santa Cruz,California
35.8507,-95.3205,Okay,Oklahoma
34.5157,-81.891,Clinton,South Carolina
42.988,-71.5108,Manchester,New Hampshire
39.8003,-89.6523,Springfield,Illinois
41.4636,-81.6027,Cleveland,Ohio
39.0562,-94.4574,Independence,Missouri
32.5346,-84.998,Columbus,Georgia
41.8056,-87.5864,Chicago,Illinois
28.9611,-80.8923,Edgewater,Florida
41.4479,-81.5648,Cleveland,Ohio
60.3028,-149.356,Primrose,Alaska
36.5807,-82.5787,Kingsport,Tennessee
43.0844,-83.6941,Flint,Michigan
31.0875,-97.6566,Harker Heights,Texas
37.7767,-122.224,Oakland,California
41.4083,-86.3986,Plymouth,Indiana
37.0693,-84.1857,Keavy,Kentucky
43.1161,-88.0087,Milwaukee,Wisconsin
40.0696,-75.3404,Conshohocken,Pennsylvania
39.851,-104.673,Denver,Colorado
36.3088,-82.3559,Johnson City,Tennessee
41.8767,-87.7602,Chicago,Illinois
37.6861,-97.3288,Wichita,Kansas
36.7141,-119.8,Fresno,California
37.9547,-121.29,Stockton,California
45.0494,-93.3472,Minneapolis,Minnesota
33.5081,-86.9135,Birmingham,Alabama
40.7645,-73.9142,Queens,New York
41.9179,-87.6891,Chicago,Illinois
40.1742,-101.02,Trenton,Nebraska
35.0749,-81.3463,York,South Carolina
40.2217,-74.7402,Trenton,New Jersey
41.7458,-87.7028,Chicago,Illinois
30.2109,-91.9291,Breaux Bridge,Louisiana
38.7642,-90.2522,St. Louis,Missouri
39.4221,-76.3116,Edgewood,Maryland
36.7977,-119.736,Fresno,California
40.036,-75.0418,Philadelphia,Pennsylvania
37.9943,-84.4399,Lexington,Kentucky
29.86,-90.0724,Harvey,Louisiana
31.5692,-84.1619,Albany,Georgia
36.69,-121.608,Salinas,California
40.0449,-75.1619,Philadelphia,Pennsylvania
40.5076,-76.1347,Bernville,Pennsylvania
41.7997,-87.642,Chicago,Illinois
41.8823,-87.7682,Chicago,Illinois
41.0711,-81.5055,Akron,Ohio
45.5994,-122.659,Portland,Oregon
42.9342,-114.409,Shoshone,Idaho
32.2292,-110.935,Tucson,Arizona
40.8186,-73.9274,The Bronx,New York
39.7282,-75.5867,Wilmington,Delaware
39.3553,-76.6787,Baltimore,Maryland
34.718,-86.6151,Huntsville,Alabama
30.6732,-96.3632,Bryan,Texas
41.5017,-81.6956,Cleveland,Ohio
40.1096,-85.6668,Anderson,Indiana
43.077,-87.9573,Milwaukee,Wisconsin
35.3322,-118.994,Bakersfield,California
31.2778,-89.2657,Hattiesburg,Mississippi
33.206,-87.544,Tuscaloosa,Alabama
41.0979,-85.1883,Fort Wayne,Indiana
41.7456,-87.6041,Chicago,Illinois
41.5848,-87.3347,Gary,Indiana
41.1754,-73.1638,Bridgeport,Connecticut
28.4642,-81.4604,Orlando,Florida
30.457,-91.1212,Baton Rouge,Louisiana
34.8279,-97.2666,Paoli,Oklahoma
41.1003,-85.15,Fort Wayne,Indiana
41.7674,-87.6131,Chicago,Illinois
33.4524,-94.0651,Texarkana,Texas
39.8169,-84.7923,New Paris,Ohio
37.1021,-94.2854,Carthage,Missouri
38.7124,-90.2434,St. Louis,Missouri
33.714,-84.4255,Atlanta,Georgia
34.2261,-118.843,Thousand Oaks,California
26.6967,-80.1226,West Palm Beach,Florida
41.8103,-87.6666,Chicago,Illinois
42.9125,-85.6209,Grand Rapids,Michigan
30.8336,-83.2717,Valdosta,Georgia
26.1609,-80.2224,Lauderhill,Florida
41.73,-73.4548,Kent,Connecticut
36.7505,-119.798,Fresno,California
38.2069,-81.3794,Hansford,West Virginia
39.1769,-84.4665,Cincinnati,Ohio
43.0579,-83.7019,Flint,Michigan
41.6706,-87.6394,Chicago,Illinois
38.3225,-81.6263,Charleston,West Virginia
38.255,-122.045,Fairfield,California
41.6697,-70.1974,Yarmouth,Massachusetts
40.7781,-80.3925,Beaver Falls,Pennsylvania
41.7484,-87.6625,Chicago,Illinois
26.809,-80.2023,West Palm Beach,Florida
37.5906,-86.747,Fordsville,Kentucky
32.368,-81.3268,Springfield,Georgia
41.7796,-87.6742,Chicago,Illinois
36.0563,-115.123,Las Vegas,Nevada
35.8707,-86.3734,Murfreesboro,Tennessee
40.4421,-79.7905,Monroeville,Pennsylvania
39.365,-74.4287,Atlantic City,New Jersey
41.5952,-87.4035,Gary,Indiana
33.3679,-88.321,Columbus,Mississippi
34.0143,-86.0066,Gadsden,Alabama
33.4867,-117.676,San Juan Capistrano,California
41.4641,-81.6517,Cleveland,Ohio
32.0618,-81.1021,Savannah,Georgia
36.4158,-90.5718,Corning,Arkansas
45.4974,-122.524,Portland,Oregon
40.6752,-74.0068,Brooklyn,New York
32.3816,-104.226,Carlsbad,New Mexico
40.7098,-74.0803,Jersey City,New Jersey
42.3259,-85.1931,Battle Creek,Michigan
40.0722,-82.9646,Columbus,Ohio
41.7169,-86.8789,Michigan City,Indiana
45.6068,-122.534,Vancouver,Washington
38.9494,-76.9895,Washington,District of Columbia
39.932,-75.6502,West Chester,Pennsylvania
37.7123,-97.2704,Wichita,Kansas
40.4718,-79.9373,Pittsburgh,Pennsylvania
43.4467,-88.851,Beaver Dam,Wisconsin
33.5154,-81.8424,Warrenville,South Carolina
30.2467,-92.823,Welsh,Louisiana
43.1266,-87.9609,Milwaukee,Wisconsin
37.5437,-77.4115,Richmond,Virginia
34.2042,-83.0105,Bowman,Georgia
44.8195,-93.0401,Inver Grove Heights,Minnesota
36.7949,-119.791,Fresno,California
26.5514,-80.0553,Boynton Beach,Florida
44.4821,-73.2075,Burlington,Vermont
41.8518,-90.1928,Clinton,Iowa
36.6325,-82.1598,Bristol,Virginia
38.8772,-104.741,Colorado Springs,Colorado
41.7536,-72.6829,Hartford,Connecticut
43.1414,-88.0057,Milwaukee,Wisconsin
40.5765,-75.598,Allentown,Pennsylvania
42.7095,-71.1686,Lawrence,Massachusetts
41.7614,-88.3296,Aurora,Illinois
38.1698,-85.6835,Louisville,Kentucky
43.1555,-77.6136,Rochester,New York
30.6308,-85.6379,Vernon,Florida
41.6834,-86.24,South Bend,Indiana
42.7164,-84.5414,Lansing,Michigan
34.134,-117.597,Rancho Cucamonga,California
36.1415,-80.1952,Winston-Salem,North Carolina
29.8712,-95.4044,Houston,Texas
43.095,-83.7044,Mount Morris,Michigan
41.5154,-81.6372,Cleveland,Ohio
25.8161,-80.2206,Miami,Florida
41.5416,-81.599,Cleveland,Ohio
41.286,-95.9893,Omaha,Nebraska
27.7099,-97.408,Corpus Christi,Texas
33.0688,-89.5757,Kosciusko,Mississippi
39.6409,-77.7136,Hagerstown,Maryland
44.9777,-93.0958,Saint Paul,Minnesota
45.5822,-122.43,Camas,Washington
39.9404,-82.9137,Columbus,Ohio
26.6822,-80.6729,Belle Glade,Florida
35.1603,-89.9758,Memphis,Tennessee
43.02,-88.1068,Brookfield,Wisconsin
36.2769,-95.8274,Owasso,Oklahoma
42.4836,-114.889,Castleford,Idaho
38.3131,-77.7747,Locust Grove,Virginia
32.4606,-87.7922,Gallion,Alabama
41.362,-81.6338,Independence,Ohio
32.0582,-81.1044,Savannah,Georgia
40.4432,-77.1307,New Bloomfield,Pennsylvania
41.9834,-91.6478,Cedar Rapids,Iowa
41.9737,-91.6491,Cedar Rapids,Iowa
42.3416,-73.2352,Lee,Massachusetts
35.3837,-77.9681,Goldsboro,North Carolina
34.9534,-81.944,Spartanburg,South Carolina
40.4026,-104.673,Greeley,Colorado
42.9482,-85.6462,Grand Rapids,Michigan
41.1039,-85.0668,Fort Wayne,Indiana
32.2007,-110.909,Tucson,Arizona
40.7172,-74.2065,Newark,New Jersey
33.164,-87.5075,Tuscaloosa,Alabama
39.6892,-104.882,Denver,Colorado
38.2621,-85.7838,Louisville,Kentucky
35.9511,-78.9897,Durham,North Carolina
33.6976,-78.9246,Myrtle Beach,South Carolina
35.5184,-97.3435,Spencer,Oklahoma
33.7072,-78.9093,Myrtle Beach,South Carolina
41.1204,-87.8676,Kankakee,Illinois
39.4907,-84.3494,Middletown,Ohio
37.9365,-122.345,Richmond,California
39.7463,-84.1415,Dayton,Ohio
41.9099,-87.7266,Chicago,Illinois
33.0308,-85.039,LaGrange,Georgia
39.2907,-76.6473,Baltimore,Maryland
32.7596,-96.7485,Dallas,Texas
37.6605,-122.45,South San Francisco,California
38.6502,-90.1994,St. Louis,Missouri
39.9405,-75.164,Philadelphia,Pennsylvania
41.7706,-87.6482,Chicago,Illinois
36.7417,-94.8373,Fairland,Oklahoma
34.9783,-92.2101,Jacksonville,Arkansas
40.4582,-79.896,Pittsburgh,Pennsylvania
34.1944,-118.347,Burbank,California
30.3708,-88.5412,Pascagoula,Mississippi
41.841,-81.0112,Madison,Ohio
45.4038,-93.2669,Bethel,Minnesota
32.2162,-110.971,Tucson,Arizona
37.4713,-79.0773,Madison Heights,Virginia
35.5495,-97.6208,Warr Acres,Oklahoma
30.3554,-81.6728,Jacksonville,Florida
42.097,-72.5821,Springfield,Massachusetts
41.5112,-81.6569,Cleveland,Ohio
42.8806,-78.868,Buffalo,New York
41.6469,-83.5817,Toledo,Ohio
35.9282,-81.5343,Lenoir,North Carolina
41.7399,-87.7072,Chicago,Illinois
44.3725,-69.8163,Augusta,Maine
41.6829,-87.6422,Chicago,Illinois
30.2165,-81.5832,Jacksonville,Florida
30.2201,-89.7483,Slidell,Louisiana
42.401,-83.0231,Detroit,Michigan
32.7663,-96.7715,Dallas,Texas
39.9937,-75.1778,Philadelphia,Pennsylvania
41.5584,-93.7975,West Des Moines,Iowa
40.7317,-84.0941,Lima,Ohio
43.1365,-76.1413,Syracuse,New York
31.6599,-94.5721,Nacogdoches,Texas
35.4098,-119.023,Bakersfield,California
38.5891,-92.2607,Jefferson City,Missouri
33.4848,-84.4297,Jonesboro,Georgia
35.2167,-118.788,Arvin,California
33.7041,-78.924,Myrtle Beach,South Carolina
39.8131,-86.1782,Indianapolis,Indiana
44.9688,-93.2681,Minneapolis,Minnesota
32.3625,-86.3169,Montgomery,Alabama
41.3719,-81.8248,Middleburg Heights,Ohio
34.7024,-118.163,Lancaster,California
37.9994,-121.806,Antioch,California
39.4335,-86.5833,Paragon,Indiana
39.2387,-107.962,Collbran,Colorado
41.772,-87.6809,Chicago,Illinois
27.4578,-80.3767,Fort Pierce,Florida
42.6361,-83.662,Highland Charter Township,Michigan
35.5964,-82.5585,Asheville,North Carolina
32.7964,-117.049,San Diego,California
39.768,-86.2602,Indianapolis,Indiana
37.9569,-121.302,Stockton,California
32.4611,-93.7892,Shreveport,Louisiana
45.9971,-123.925,Seaside,Oregon
37.6786,-97.498,Wichita,Kansas
29.5844,-98.5441,Shavano Park,Texas
38.8669,-76.9849,Washington,District of Columbia
43.6029,-116.162,Boise,Idaho
42.7943,-96.1678,Le Mars,Iowa
